,team_nusers,team_degree,team_degree_centrality,team_betweenness_centrality,team_closeness_centrality,team_eigenvector_centrality,team_pagerank,team_avg_users_nshot,team_avg_users_in_degree,team_avg_users_out_degree,team_avg_users_rank,team_avg_users_diversity,team_avg_users_nskills,team_avg_users_nfollowers,team_avg_users_nfollowings,team_avg_users_avg_shots_ranking,team_avg_users_avg_shots_ntags,team_avg_users_avg_shots_ncomments,team_avg_users_avg_shots_nlikes,team_avg_users_avg_shots_nviews,team_avg_users_avg_shots_diversity
418,6,1,0.000246,0.000000,0.017636,0.000059,0.000296,1.916667,8.194444,18.611111,0.034028,0.225418,0.888889,88.861111,60.694444,0.003066,0.197844,0.143358,3.001808,80.748262,0.012376
419,1,0,0.000000,0.000000,0.000000,0.000000,0.000091,74.000000,17.000000,78.000000,0.222222,2.195348,9.000000,101.000000,182.000000,0.001660,0.094595,0.010226,0.309533,3.252739,0.005061
420,8,5,0.001232,0.000068,0.026244,0.026067,0.000767,3.703125,5.968750,13.828125,0.025558,0.177187,0.828125,24.500000,25.578125,0.008536,0.148252,0.149034,0.775470,17.082695,0.018447
421,3,0,0.000000,0.000000,0.000000,0.000000,0.000091,1.222222,0.777778,0.888889,0.113390,0.418042,3.222222,2.444444,1.555556,0.023598,0.512593,0.061728,1.634568,22.288395,0.039541
422,4,0,0.000000,0.000000,0.000000,0.000000,0.000091,0.437500,1.312500,1.250000,0.000000,0.000000,0.000000,2.500000,1.937500,0.017227,1.718750,0.781250,10.890625,155.281250,0.098362
423,2,0,0.000000,0.000000,0.000000,0.000000,0.000091,5.250000,11.000000,15.750000,0.000000,0.000000,0.000000,36.000000,38.000000,0.012476,0.476641,0.147852,2.723555,46.112227,0.063971
424,8,1,0.000246,0.000000,0.000246,0.000000,0.000606,6.609375,13.921875,18.968750,0.050000,0.232843,0.843750,104.578125,49.937500,0.002331,0.049869,0.022314,0.294817,7.584755,0.005305
425,1,0,0.000000,0.000000,0.000000,0.000000,0.000091,7.000000,0.000000,10.000000,0.200000,1.015677,5.000000,11.000000,16.000000,0.009363,1.061224,0.204082,4.000000,68.285714,0.111721
426,1,0,0.000000,0.000000,0.000000,0.000000,0.000091,13.000000,7.000000,37.000000,0.000000,0.000000,0.000000,14.000000,59.000000,0.024326,0.218935,0.035503,1.562130,15.390533,0.018067
427,5,5,0.001232,0.000001,0.001232,0.000000,0.001122,12.120000,28.080000,32.200000,0.045048,0.296604,1.640000,240.200000,113.320000,0.022272,0.468917,0.326111,3.614284,41.850041,0.086020
428,1,0,0.000000,0.000000,0.000000,0.000000,0.000091,38.000000,46.000000,215.000000,0.000000,0.000000,0.000000,410.000000,966.000000,0.004040,0.071330,0.078255,2.051247,18.626731,0.007097
429,3,0,0.000000,0.000000,0.000000,0.000000,0.000091,3.555556,3.444444,6.222222,0.093827,0.530557,2.111111,16.000000,16.888889,0.014471,0.522160,0.255810,2.909637,48.902160,0.044821
430,3,0,0.000000,0.000000,0.000000,0.000000,0.000091,19.000000,3.555556,15.000000,0.111111,0.612986,2.444444,28.666667,36.444444,0.005904,0.407325,0.112434,1.416872,42.183692,0.031970
431,6,0,0.000000,0.000000,0.000000,0.000000,0.000091,1.722222,0.916667,1.611111,0.007937,0.079849,0.416667,2.500000,2.944444,0.028081,0.218639,0.216118,2.435233,40.143735,0.036772
432,2,0,0.000000,0.000000,0.000000,0.000000,0.000091,86.750000,170.750000,79.250000,0.193750,1.033912,4.500000,1476.750000,220.000000,0.001276,0.055699,0.008935,0.290672,4.220559,0.003625
433,3,0,0.000000,0.000000,0.000000,0.000000,0.000091,9.666667,0.666667,2.111111,0.000000,0.000000,0.000000,8.333333,5.000000,0.000660,0.092647,0.016082,0.793829,9.819137,0.005147
434,1,0,0.000000,0.000000,0.000000,0.000000,0.000091,18.000000,2.000000,33.000000,0.000000,0.000000,0.000000,33.000000,62.000000,0.004899,0.611111,0.092593,0.987654,28.336420,0.033780
435,1,0,0.000000,0.000000,0.000000,0.000000,0.000091,10.000000,2.000000,9.000000,0.000000,0.030218,5.000000,40.000000,13.000000,0.009874,1.060000,0.180000,2.260000,40.880000,0.086449
436,3,0,0.000000,0.000000,0.000000,0.000000,0.000091,2.333333,2.333333,3.111111,1.255556,0.286990,1.888889,11.222222,6.777778,0.037057,1.317015,0.141954,4.083002,55.502926,0.177407
437,1,0,0.000000,0.000000,0.000000,0.000000,0.000091,7.000000,0.000000,8.000000,0.000000,0.000000,0.000000,10.000000,31.000000,0.017493,1.000000,0.061224,3.244898,69.816327,0.081393
438,2,3,0.000739,0.000000,0.025073,0.006949,0.000555,23.500000,167.500000,53.250000,0.050000,0.424160,4.250000,2623.500000,109.500000,0.031623,2.024540,10.037201,196.437507,4819.633050,0.184909
439,1,0,0.000000,0.000000,0.000000,0.000000,0.000091,12.000000,1.000000,8.000000,0.000000,0.000000,0.000000,2.000000,12.000000,0.002315,0.548611,0.062500,1.222222,20.493056,0.014843
440,1,1,0.000246,0.000000,0.000329,0.000000,0.000472,13.000000,3.000000,15.000000,0.500000,1.051207,4.000000,14.000000,30.000000,0.035010,0.153846,0.053254,1.130178,18.136095,0.025487
441,4,0,0.000000,0.000000,0.000000,0.000000,0.000091,4.062500,1.187500,3.812500,0.033929,0.340891,1.812500,14.937500,7.437500,0.000899,0.223775,0.181145,0.975750,46.823990,0.009082
442,1,0,0.000000,0.000000,0.000000,0.000000,0.000091,8.000000,13.000000,37.000000,0.428571,1.697995,7.000000,92.000000,80.000000,0.021745,0.703125,0.562500,7.500000,205.812500,0.042463
443,7,1,0.000246,0.000000,0.000246,0.000000,0.000606,2.775510,6.040816,6.387755,0.260447,0.204668,0.795918,57.285714,16.000000,0.003150,0.115604,0.043326,0.633688,14.783137,0.016401
